UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,6,2023,3,3756341,1919719,1836622,1328824,1268419,303407,294558,36061,34535,118766,112326,7198,6805,125463,119979,1444205,1378740,372818,361063,59285,56854,165301,156645,15783,14939,1414765,1351243,918265,873324,267305,259888,13840,13356,110916,104864,4439,4151,100000,95660,1010713,961734,323330,313610,28597,27543,149614,141742,10752,10135,504954,485379,410559,395095,36102,34670,22221,21179,7850,7462,2759,2654,25463,24319,433492,417006,49488,47453,30688,29311,15687,14903,5031,4804
R,6,2023,4,3810970,1946106,1864864,1349825,1289484,305458,298476,36651,35128,121119,114544,7402,6962,125651,120270,1465318,1400031,374861,365078,60018,57623,167763,158930,16012,15119,1433529,1369929,932498,885888,269106,263318,14284,13834,113051,106881,4562,4293,100028,95715,1024907,974316,324987,317004,29125,28121,151866,143773,10908,10299,512577,494935,417327,403596,36352,35158,22367,21294,8068,7663,2840,2669,25623,24555,440411,425715,49874,48074,30893,29502,15897,15157,5104,4820
R,6,2023,5,3900723,1994127,1906596,1381873,1317776,312573,305082,37407,35214,126934,119193,7491,7075,127849,122256,1499365,1430121,382840,372644,61234,58124,174616,164391,16302,15413,1472962,1404492,955521,906499,277076,270654,14429,13887,119063,111604,4732,4418,102141,97430,1049848,996465,333870,325184,29622,28470,158913,149263,11263,10563,521165,502104,426352,411277,35497,34428,22978,21327,7871,7589,2759,2657,25708,24826,449517,433656,48970,47460,31612,29654,15703,15128,5039,4850
R,6,2023,6,3982244,2037571,1944673,1418174,1349564,313183,305068,36460,35285,133196,124706,7658,7224,128900,122826,1536548,1462442,383081,372367,60734,58584,181978,170385,16724,15700,1507015,1433643,980276,928105,278019,270983,15450,14822,125335,117235,4928,4570,103007,97928,1075289,1018518,334389,325277,31051,29723,166211,155344,11699,10837,530556,511030,437898,421459,35164,34085,21010,20463,7861,7471,2730,2654,25893,24898,461259,443924,48692,47090,29683,28861,15767,15041,5025,4863
R,6,2023,7,4077732,2083809,1993923,1465858,1396569,314477,308191,35999,34659,130112,122840,7511,7220,129852,124444,1585205,1510959,384686,376036,60834,58460,178983,169171,16622,15834,1541072,1471935,1014528,962606,279954,274619,15953,15312,122215,115438,4759,4590,103663,99370,1110249,1054385,336640,329429,31931,30630,163040,154138,11522,10982,542737,521988,451330,433963,34523,33572,20046,19347,7897,7402,2752,2630,26189,25074,474956,456574,48046,46607,28903,27830,15943,15033,5100,4852
R,6,2023,8,4109998,2099151,2010847,1473829,1407144,319888,312229,35791,34840,132677,125143,7401,7253,129565,124238,1592915,1521341,389956,379862,60679,58698,181314,171410,16507,15863,1558453,1487948,1023711,972342,284871,278110,16295,15649,125141,117884,4763,4648,103672,99315,1119419,1064053,341456,332784,32426,31036,165928,156601,11573,11080,540698,522899,450118,434802,35017,34119,19496,19191,7536,7259,2638,2605,25893,24923,473496,457288,48500,47078,28253,27662,15386,14809,4934,4783
R,6,2023,9,4091354,2095285,1996069,1475347,1399437,320552,311263,36014,34738,128311,121379,7073,6834,127988,122418,1593000,1511926,389399,378132,60812,58388,176474,166656,16183,15402,1557574,1480670,1027554,970564,285309,277330,16651,15915,121113,114570,4605,4438,102342,97853,1122087,1060901,340852,331429,32769,31228,161449,152389,11362,10799,537711,515399,447793,428873,35243,33933,19363,18823,7198,6809,2468,2396,25646,24565,470913,451025,48547,46703,28043,27160,15025,14267,4821,4603
R,6,2023,10,4083349,2086341,1997008,1467400,1400716,318379,310070,35690,34511,131372,124028,7138,6854,126362,120829,1583418,1511597,385841,375414,60264,58119,179401,169231,16333,15468,1552315,1481237,1021312,970163,284117,276907,16763,16030,124364,117174,4693,4435,101066,96528,1114515,1059144,338517,329649,32750,31379,164654,154975,11529,10798,534026,515771,446088,430553,34262,33163,18927,18481,7008,6854,2445,2419,25296,24301,468903,452453,47324,45765,27514,26740,14747,14256,4804,4670
R,6,2023,11,4093760,2096117,1997643,1481649,1408470,320029,309519,36802,35280,125846,118902,6870,6625,124921,118847,1596336,1517558,387004,373671,61476,58840,172782,163127,15873,15165,1555274,1478045,1029243,973554,286129,276956,16911,16173,118934,112351,4448,4280,99609,94731,1121108,1060920,340013,328641,32925,31448,158193,149267,11115,10578,540843,519598,452406,434916,33900,32563,19891,19107,6912,6551,2422,2345,25312,24116,475228,456638,46991,45030,28551,27392,14589,13860,4758,4587
R,6,2023,12,4136681,2122095,2014586,1509295,1428656,322298,310855,35040,33795,123397,116269,6791,6475,125274,118536,1624400,1537464,389309,374712,60033,57722,170275,160161,15854,14953,1567967,1483507,1040054,979725,290109,279332,17129,16289,116684,109958,4440,4228,99551,93975,1131922,1066364,343936,330512,33305,31746,155756,146480,11123,10457,554128,531079,469241,448931,32189,31523,17911,17506,6713,6311,2351,2247,25723,24561,492478,471100,45373,44200,26728,25976,14519,13681,4731,4496
R,6,2023,13,4225690,2164421,2061269,1548880,1468514,327272,316084,34777,33508,121749,116121,6579,6432,125164,120610,1664174,1579349,394454,381410,59947,58084,167874,160071,15412,14900,1593585,1514867,1062179,1002732,295329,285378,17419,17017,115275,110024,4446,4299,98937,95417,1153709,1090773,349101,337569,33497,32887,153578,146634,10959,10502,570836,546402,486701,465782,31943,30706,17358,16491,6474,6097,2133,2133,26227,25193,510465,488576,45353,43841,26450,25197,14296,13437,4453,4398
R,6,2023,14,4321337,2212390,2108947,1588830,1507626,336652,326199,35238,33774,121376,116240,6685,6617,123609,118491,1702392,1616655,403165,390606,60334,57361,166496,159091,15355,14945,1632670,1554945,1092909,1034005,304586,295094,17935,17335,114828,110123,4548,4494,97864,93894,1183174,1120778,358006,346959,34002,32361,152432,145880,10964,10631,579720,554002,495921,473621,32066,31105,17303,16439,6548,6117,2137,2123,25745,24597,519218,495877,45159,43647,26332,25000,14064,13211,4391,4314
R,6,2023,15,4474779,2291848,2182931,1649804,1563322,347856,337547,36790,35286,126375,120682,6869,6659,124154,119435,1763779,1672940,414480,402782,61925,59499,171722,163520,15813,14954,1689826,1609713,1132959,1072200,315026,305861,18650,18101,119938,114524,4692,4442,98561,94585,1223787,1159310,368807,358424,34798,33526,157792,150188,11289,10572,602022,573218,516845,491122,32830,31686,18140,17185,6437,6158,2177,2217,25593,24850,539992,513630,45673,44358,27127,25973,13930,13332,4524,4382
R,6,2023,16,4464333,2286592,2177741,1653150,1568358,345708,333766,37186,35388,124179,118322,6761,6685,119608,115222,1762996,1673972,409544,395963,61826,59228,167957,159767,15408,14951,1688204,1606514,1139011,1077675,313478,302748,18610,18056,117665,112275,4654,4496,94786,91264,1226421,1161616,364856,353001,34443,33279,154111,146833,11040,10580,598388,571227,514139,490683,32230,31018,18576,17332,6514,6047,2107,2189,24822,23958,536575,512356,44688,42962,27383,25949,13846,12934,4368,4371
R,6,2023,17,4385969,2243904,2142065,1632521,1548573,332160,324555,36068,34608,122935,119077,6640,6511,113580,108741,1736721,1648280,392013,382437,60061,57382,164716,158741,14806,14263,1662771,1587205,1131458,1070352,301644,294890,18215,17750,116782,113370,4543,4444,90129,86399,1214402,1149828,349963,341781,33596,32361,151790,146529,10615,10173,581133,554860,501063,478221,30516,29665,17853,16858,6153,5707,2097,2067,23451,22342,522319,498452,42050,40656,26465,25021,12926,12212,4191,4090
R,6,2023,18,4351410,2225524,2125886,1622659,1538889,325771,316770,35678,34169,126438,124923,6689,6474,108289,104661,1721768,1634485,381924,371565,59139,56648,166761,163434,14522,14027,1657744,1585574,1132288,1072280,296187,288333,18066,17510,120527,119309,4651,4573,86025,83569,1211311,1148830,341463,332840,33168,32063,154437,151796,10474,10258,567780,540312,490371,466609,29584,28437,17612,16659,5911,5614,2038,1901,22264,21092,510457,485655,40461,38725,25971,24585,12324,11638,4048,3769
R,6,2023,19,4383389,2240144,2143245,1640292,1556517,323782,316627,35026,33560,129581,128490,6527,6304,104936,101747,1736371,1649619,377501,369315,58101,55934,168824,166107,14208,13700,1682193,1609602,1157191,1094388,295023,289186,17929,17368,123770,123003,4616,4455,83664,81202,1234058,1168892,338508,331892,32996,32116,156827,154711,10377,9958,557951,533643,483101,462129,28759,27441,17097,16192,5811,5487,1911,1849,21272,20545,502313,480727,38993,37423,25105,23818,11997,11396,3831,3742
R,6,2023,20,4336532,2215896,2120636,1624682,1541425,320381,314733,34704,32727,130015,128574,6493,6272,99621,96905,1715555,1629914,371094,364270,57225,54765,167172,164497,14007,13367,1668387,1596507,1149974,1086304,292077,288219,17606,17090,124425,123194,4595,4468,79710,77232,1222915,1157080,333267,328309,32430,31590,155832,153399,10247,9853,547509,524129,474708,455121,28304,26514,17098,15637,5590,5380,1898,1804,19911,19673,492640,472834,37827,35961,24795,23175,11340,11098,3760,3514
R,6,2023,21,4328624,2209898,2118726,1618547,1539440,325015,319573,34432,32350,129309,126958,6261,6121,96334,94284,1706412,1625178,373844,368040,56910,54672,164881,161208,13443,13163,1670259,1603291,1150217,1091468,297123,293253,17786,17142,123905,121819,4443,4333,76785,75276,1220449,1160170,336712,332555,32503,31954,153872,150668,9930,9692,539639,515435,468330,447972,27892,26320,16646,15208,5404,5139,1818,1788,19549,19008,485963,465008,37132,35485,24407,22718,11009,10540,3513,3471
R,6,2023,22,4405583,2247970,2157613,1640778,1563179,332550,327691,34278,32850,138235,135202,6223,6141,95906,92550,1727947,1647305,380861,374782,57166,54892,173804,169039,13469,13184,1709584,1643110,1172945,1115424,304844,301592,18029,17503,132842,130183,4504,4317,76420,74091,1242503,1182958,343845,339887,33264,32314,162933,158824,9985,9665,538386,514503,467833,447755,27706,26099,16249,15347,5393,5019,1719,1824,19486,18459,485444,464347,37016,34895,23902,22578,10871,10215,3484,3519
R,6,2023,23,4392729,2239546,2153183,1633155,1556761,335093,330830,34544,33024,137622,135798,6297,6007,92835,90763,1717614,1638897,381863,377336,57563,55369,171187,168401,13284,12917,1709641,1646332,1172091,1115924,308087,305025,18429,17716,132328,130775,4553,4285,74153,72607,1239681,1181770,345976,342800,33838,32818,160794,158269,9907,9546,529905,506851,461064,440837,27006,25805,16115,15308,5294,5023,1744,1722,18682,18156,477933,457127,35887,34536,23725,22551,10393,10132,3377,3371
R,6,2023,24,4336970,2207958,2129012,1613119,1541972,327812,324837,33501,32616,136837,135875,6255,5848,90434,87864,1695140,1621498,372946,369406,56161,54876,169601,167295,13444,12597,1693018,1633605,1165002,1110931,301558,299632,18055,17583,131560,130864,4522,4188,72321,70407,1230729,1174763,338173,335968,33444,32852,159274,157288,10053,9382,514940,495407,448117,431041,26254,25205,15446,15033,5277,5011,1733,1660,18113,17457,464411,446735,34773,33438,22717,22024,10327,10007,3391,3215
R,6,2023,25,4324704,2198930,2125774,1602330,1534293,328510,325655,33212,32471,141415,142072,6245,5929,87218,85354,1681209,1611538,371738,368412,55559,54404,172864,172603,13034,12436,1691677,1638308,1160195,1109534,303139,301112,17715,17688,136316,137110,4585,4277,69727,68587,1223338,1171715,338209,335949,32918,32841,162935,163004,9845,9302,507253,487466,442135,424759,25371,24543,15497,14783,5099,4962,1660,1652,17491,16767,457871,439823,33529,32463,22641,21563,9929,9599,3189,3134
R,6,2023,26,4338322,2201647,2136675,1604150,1541032,326611,325395,33030,31951,146850,148942,6283,5853,84723,83502,1680781,1616268,367827,366705,55483,54157,177623,178827,12985,12468,1697668,1652562,1165033,1118829,301412,301456,17640,17367,141797,144030,4569,4263,67217,66617,1225961,1178881,334400,334835,32821,32595,167841,169327,9726,9378,503979,484113,439117,422203,25199,23939,15390,14584,5053,4912,1714,1590,17506,16885,454820,437387,33427,31870,22662,21562,9782,9500,3259,3090
R,6,2023,27,4373436,2220507,2152929,1617778,1551421,328151,327553,32946,31567,152186,155381,6390,6203,83056,80804,1692736,1624181,367877,366904,55596,53688,182475,184547,13027,12758,1718603,1669876,1179735,1129475,303270,303784,17762,17188,147217,150426,4635,4504,65984,64499,1239346,1187628,335130,335474,33170,32437,172918,175134,9798,9660,501904,483053,438043,421946,24881,23769,15184,14379,4969,4955,1755,1699,17072,16305,453390,436553,32747,31430,22426,21251,9557,9413,3229,3098
R,6,2023,28,4445152,2254236,2190916,1634953,1571109,343044,342031,33205,32245,155422,159645,6521,6476,81091,79410,1707586,1642076,381226,380493,56181,54539,185029,188298,13408,13111,1750739,1705977,1195157,1147725,317826,317702,18191,17625,150341,154763,4767,4749,64457,63413,1252857,1204431,348339,348631,34094,33223,175566,179035,10129,9967,503497,484939,439796,423384,25218,24329,15014,14620,5081,4882,1754,1727,16634,15997,454729,437645,32887,31862,22087,21316,9463,9263,3279,3144
R,6,2023,29,4537416,2301671,2235745,1662134,1594826,359744,357833,33909,33185,160742,165011,6583,6636,78559,78254,1732119,1664443,395888,395010,56848,56061,189821,193207,13504,13356,1791988,1747449,1216161,1168384,334101,333179,18797,18457,155799,160077,4839,4920,62291,62432,1271612,1223900,362835,363032,34717,34549,180507,184007,10235,10169,509683,488296,445973,426442,25643,24654,15112,14728,4943,4934,1744,1716,16268,15822,460507,440543,33053,31978,22131,21512,9314,9200,3269,3187
R,6,2023,30,4613058,2338810,2274248,1685722,1619674,371267,367528,35202,33866,164376,170918,6856,6685,75387,75577,1752669,1686724,405090,402489,57862,56618,192601,198529,13575,13319,1825520,1785106,1236566,1191943,345044,342897,19531,19155,159518,165925,5005,4926,59856,60260,1289707,1245390,371783,370694,35318,35204,183711,189537,10335,10146,513290,489142,449156,427731,26223,24631,15671,14711,4858,4993,1851,1759,15531,15317,462962,441334,33307,31795,22544,21414,8890,8992,3240,3173
R,6,2023,31,4710587,2380485,2330102,1717637,1658657,375071,376824,36491,34355,170410,178331,7209,6882,73667,75053,1782544,1724641,406838,410721,59317,56972,198572,206791,14103,13784,1861704,1837696,1264441,1229469,348367,350671,20276,19627,165433,173168,5197,5082,57990,59679,1315450,1281924,373001,377394,36125,35545,189537,197483,10658,10456,518781,492406,453196,429188,26704,26153,16215,14728,4977,5163,2012,1800,15677,15374,467094,442717,33837,33327,23192,21427,9035,9308,3445,3328
R,6,2023,32,4778615,2411610,2367005,1742562,1684659,376678,382147,36134,33562,178092,186577,7760,7224,70384,72836,1803823,1748167,406307,414770,57968,55485,206101,214915,14824,14239,1895898,1883788,1293415,1265164,349329,355207,19843,19322,172776,181137,5647,5385,54888,57573,1340964,1315207,371917,380706,34794,34625,196750,205284,11220,10985,515712,483217,449147,419495,27349,26940,16291,14240,5316,5440,2113,1839,15496,15263,462859,432960,34390,34064,23174,20860,9351,9631,3604,3254
R,6,2023,33,4771044,2405274,2365770,1745558,1686992,369652,379120,35653,32944,180922,190671,7923,7275,65566,68768,1802776,1747012,396617,409326,55964,53965,207409,217447,14447,13889,1893244,1891408,1298930,1275213,342662,352236,19327,19018,175633,185381,5731,5454,50961,54106,1343190,1322258,363036,375522,33178,33571,198321,208345,10886,10722,512030,474362,446628,411779,26990,26884,16326,13926,5289,5290,2192,1821,14605,14662,459586,424754,33581,33804,22786,20394,9088,9102,3561,3167
R,6,2023,34,4641183,2341669,2299514,1707358,1642792,348420,360969,34512,31400,182195,193057,7741,6960,61443,64336,1760905,1698828,373136,388786,53875,51068,207125,218521,13922,13195,1846298,1845014,1275022,1247819,322587,335212,18408,17988,177134,187847,5724,5276,47423,50872,1316180,1291932,340859,356711,31433,31767,198518,209793,10656,10267,495371,454500,432336,394973,25833,25757,16104,13412,5061,5210,2017,1684,14020,13464,444725,406896,32277,32075,22442,19301,8607,8728,3266,2928
R,6,2023,35,4556721,2299141,2257580,1693349,1627821,328550,342338,33883,30887,177381,188271,7738,6899,58240,61364,1743895,1681316,351459,368568,52208,49759,201428,212701,13834,12961,1803292,1807123,1258993,1235861,303847,317206,17826,17412,172480,183370,5607,5218,44539,48056,1297427,1277641,320561,337055,29908,30448,193089,204362,10441,10096,495849,450457,434356,391960,24703,25132,16057,13475,4901,4901,2131,1681,13701,13308,446468,403675,30898,31513,22300,19311,8339,8339,3393,2865
R,6,2023,36,4505269,2277231,2228038,1690211,1614814,317084,331729,32919,29901,174628,185458,7606,6841,54783,59295,1737867,1666508,338448,356770,50559,48684,197140,208965,13240,12601,1785687,1781610,1258567,1225733,292917,307182,17238,16801,169727,180697,5440,5081,41798,46116,1294691,1265745,308319,326021,28941,29684,189079,200898,9969,9680,491544,446428,431644,389081,24167,24547,15681,13100,4901,4761,2166,1760,12985,13179,443176,400763,30129,30749,21618,19000,8061,8067,3271,2921
R,6,2023,37,4515497,2283633,2231864,1704467,1625959,310489,326961,32544,29716,174920,185578,7756,6978,53457,56672,1750867,1675076,330872,350404,50011,48032,196874,208185,13485,12728,1788041,1785719,1269011,1236420,286322,302541,16494,16535,170031,180864,5547,5298,40636,44061,1304059,1274405,300903,320085,28044,29260,188817,200229,10125,9934,495592,446145,435456,389539,24167,24420,16050,13181,4889,4714,2209,1680,12821,12611,446808,400671,29969,30319,21967,18772,8057,7956,3360,2794
R,6,2023,38,4495465,2269516,2225949,1700567,1625321,304370,322579,31747,29342,173743,186342,7603,6867,51486,55498,1745228,1673477,323664,344841,48966,47655,194892,208787,13175,12529,1776492,1781030,1266649,1236444,280886,298479,16110,16333,168893,181756,5387,5192,38567,42826,1299826,1273410,294371,314760,27341,28969,186916,201024,9809,9740,493024,444919,433918,388877,23484,24100,15637,13009,4850,4586,2216,1675,12919,12672,445402,400067,29293,30081,21625,18686,7976,7763,3366,2789
R,6,2023,39,4414977,2225802,2189175,1671288,1599265,293222,314485,31447,28962,172946,185840,7358,6723,49541,53900,1714214,1645965,311593,335547,48248,47135,193403,207826,12724,12383,1742783,1748814,1245865,1213983,270495,291004,15879,15977,168105,181412,5282,5038,37157,41400,1277817,1249661,283318,306315,26907,28472,185516,200171,9521,9558,483019,440361,425423,385282,22727,23481,15568,12985,4841,4428,2076,1685,12384,12500,436397,396304,28275,29232,21341,18663,7887,7655,3203,2825
R,6,2023,40,4474236,2253385,2220851,1698054,1626427,295521,318590,32049,29474,170592,185541,7424,6861,49745,53958,1741171,1672995,313778,339616,49080,48055,190991,207351,12836,12545,1763228,1771618,1265726,1233671,272725,294244,16098,16197,165848,180951,5334,5151,37497,41404,1297947,1269165,285501,309522,27461,28987,183213,199585,9645,9709,490157,449233,432328,392756,22796,24346,15951,13277,4744,4590,2090,1710,12248,12554,443224,403830,28277,30094,21619,19068,7778,7766,3191,2836
R,6,2023,41,4449761,2238886,2210875,1691720,1622703,292633,316915,31264,28612,167571,183624,7419,6733,48279,52288,1733497,1667753,310256,337537,48232,46886,187125,204424,12733,12236,1753121,1761675,1263428,1229088,269886,293033,15607,15484,162858,178920,5295,4982,36047,40168,1294341,1263491,282127,308051,26795,28129,179360,196668,9502,9401,485765,449200,428292,393615,22747,23882,15657,13128,4713,4704,2124,1751,12232,12120,439156,404262,28129,29486,21437,18757,7765,7756,3231,2835
R,6,2023,42,4395242,2209596,2185646,1676305,1607983,289451,315595,30568,28458,158673,175973,7226,6321,47373,51316,1717145,1652327,306768,335964,47373,46449,177809,196075,12471,11738,1731353,1742725,1254035,1219929,267505,291819,15224,15679,153941,171407,5128,4669,35520,39222,1284395,1253570,279569,306501,26414,28107,170182,188577,9295,9062,478243,442921,422270,388054,21946,23776,15344,12779,4732,4566,2098,1652,11853,12094,432750,398757,27199,29463,20959,18342,7627,7498,3176,2676
R,6,2023,43,4353224,2186682,2166542,1656126,1589828,291467,318510,30489,28031,155530,173383,7078,6494,45992,50296,1695822,1633096,308212,338408,47339,45971,173786,193066,12238,11876,1707729,1726690,1233654,1204289,269273,294928,15083,15387,150857,168895,4922,4861,33940,38330,1262683,1236969,280710,309220,26168,27851,166117,185596,9006,9188,478953,439852,422472,385539,22194,23582,15406,12644,4673,4488,2156,1633,12052,11966,433139,396127,27502,29188,21171,18120,7669,7470,3232,2688
R,6,2023,44,4177581,2092489,2085092,1588907,1531601,275536,305303,28623,26650,149973,168324,6318,5938,43132,47276,1626088,1572277,291170,323738,44350,43688,167137,186858,11121,10890,1645039,1665068,1193366,1163783,254968,282626,14495,14474,145703,164086,4486,4362,32021,35737,1220684,1194286,265667,295628,24886,26177,160228,179826,8297,8349,447450,420024,395541,367818,20568,22677,14128,12176,4270,4238,1832,1576,11111,11539,405404,377991,25503,28110,19464,17511,6909,7032,2824,2541
R,6,2023,45,4092752,2047106,2045646,1562338,1510018,265341,294703,27792,26426,144240,163355,6157,5652,41238,45492,1597731,1548960,280068,312264,43035,43184,160785,181218,10582,10385,1603691,1627570,1169321,1142769,245518,272848,13999,14375,140037,159021,4393,4199,30423,34358,1195118,1171904,255518,285174,24067,25933,153926,174212,7888,8019,443415,418076,393017,367249,19823,21855,13793,12051,4203,4334,1764,1453,10815,11134,402613,377056,24550,27090,18968,17251,6859,7006,2694,2366
R,6,2023,46,4020257,2005772,2014485,1531647,1486793,258290,289359,27417,25774,143105,163221,5937,5647,39376,43691,1565593,1524056,272189,306022,42277,42075,158687,180468,10272,10324,1572564,1600560,1147220,1122077,239245,267958,14030,14347,138839,159009,4216,4137,29014,33032,1171919,1149974,248526,279685,23983,25688,151912,173572,7630,7887,433208,413925,384427,364716,19045,21401,13387,11427,4266,4212,1721,1510,10362,10659,393674,374082,23663,26337,18294,16387,6775,6896,2642,2437
R,6,2023,47,3900027,1945431,1954596,1483594,1443554,248614,278650,26508,24821,143537,161254,5555,5370,37623,40947,1516001,1478436,261550,294018,40845,40349,158613,177518,9716,9679,1523591,1549031,1108544,1085334,230352,257997,13434,13587,139515,157088,4008,3962,27738,31063,1132160,1111527,238922,268798,23035,24472,152233,170894,7305,7441,421840,405565,375050,358220,18262,20653,13074,11234,4022,4166,1547,1408,9885,9884,383841,366909,22628,25220,17810,15877,6380,6624,2411,2238
R,6,2023,48,3930377,1959188,1971189,1499364,1461345,248309,279517,26149,24809,144508,161163,5678,5122,35180,39233,1529302,1494670,260327,294016,39918,39855,158562,176799,9635,9179,1543509,1570787,1127895,1105894,231156,260206,13285,13731,140583,157222,4138,3818,26452,29916,1150141,1131018,239415,270361,22687,24292,152615,170671,7342,7101,415679,400402,371469,355451,17153,19311,12864,11078,3925,3941,1540,1304,8728,9317,379161,363652,20912,23655,17231,15563,5947,6128,2293,2078
R,6,2023,49,3855404,1919296,1936108,1469429,1435436,242452,274360,25557,24285,142754,159275,5219,5030,33885,37722,1498276,1467308,253857,288208,38894,38933,156374,174301,9049,9039,1519825,1546409,1111732,1088765,226251,255755,13080,13510,139177,155542,3860,3756,25725,29081,1133388,1113053,234082,265630,22362,24024,150908,168502,6989,7004,399471,389699,357697,346671,16201,18605,12477,10775,3577,3733,1359,1274,8160,8641,364888,354255,19775,22578,16532,14909,5466,5799,2060,2035
R,6,2023,50,3914598,1946649,1967949,1490778,1459995,249499,281842,25303,24577,142193,159361,5203,4961,33673,37213,1519361,1491400,260482,295320,38761,39347,155809,174160,8965,8858,1554093,1583237,1138919,1117650,233706,263677,13207,13777,138620,155575,3893,3713,25748,28845,1160522,1141700,241275,273374,22691,24535,150444,168355,6957,6904,392556,384712,351859,342345,15793,18165,12096,10800,3573,3786,1310,1248,7925,8368,358839,349700,19207,21946,16070,14812,5365,5805,2008,1954
R,6,2023,51,4106261,2045672,2060589,1581514,1544534,258496,290873,25788,24669,141103,158196,5216,4933,33555,37384,1609900,1576050,269269,304070,39683,39991,154407,172840,8976,8924,1656422,1679668,1232470,1205048,242960,273046,13765,14151,137452,154589,3890,3691,25885,29143,1254092,1229323,250516,282518,23772,25428,149003,167347,6962,6983,389250,380921,349044,339486,15536,17827,12023,10518,3651,3607,1326,1242,7670,8241,355808,346727,18753,21552,15911,14563,5404,5493,2014,1941
R,6,2023,52,4343889,2168512,2175377,1694302,1648200,269288,303442,26340,25517,138780,154999,5169,5049,34633,38170,1723679,1680371,280313,316827,40973,41525,152287,169595,9172,9277,1780355,1796929,1346106,1311413,253773,285534,14480,14778,135151,151367,3854,3799,26991,30038,1368761,1336464,261555,295258,25223,26837,146881,164003,7143,7307,388157,378448,348196,336787,15515,17908,11860,10739,3629,3632,1315,1250,7642,8132,354918,343907,18758,21569,15750,14688,5406,5592,2029,1970
R,6,2023,53,4243977,2116434,2127543,1657413,1619411,261312,291553,25525,24588,133802,150830,5244,5037,33138,36124,1685391,1649608,271801,304049,39781,40148,146474,164653,9208,9155,1739946,1764262,1319976,1295500,246143,274688,13911,14557,130317,147238,3951,3866,25648,28413,1341366,1319012,253481,283793,24334,26274,141269,159129,7238,7281,376488,363281,337437,323911,15169,16865,11614,10031,3485,3592,1293,1171,7490,7711,344025,330596,18320,20256,15447,13874,5205,5524,1970,1874
R,6,2023,54,4090096,2035606,2054490,1601501,1572090,245721,275943,24438,23588,128512,144554,4723,4776,30711,33539,1627538,1600194,254992,287234,38115,38525,140182,157109,8281,8520,1681498,1710651,1283597,1265626,231468,259874,13735,13987,125333,141226,3571,3617,23794,26321,1303567,1287448,237829,267923,23846,25296,135465,152133,6498,6729,354108,343839,317904,306464,14253,16069,10703,9601,3179,3328,1152,1159,6917,7218,323971,312746,17163,19311,14269,13229,4717,4976,1783,1791
R,6,2023,55,3996926,1985531,2011395,1562602,1537815,244971,276487,23683,23113,120759,137406,4639,4646,28877,31928,1586888,1564352,253677,287196,36803,37526,131689,149229,7979,8468,1640825,1676219,1253243,1238566,230802,260747,13222,14003,117737,134314,3474,3546,22347,25043,1271771,1259122,236758,268367,22985,24993,127207,144524,6278,6741,344706,335176,309359,299249,14169,15740,10461,9110,3022,3092,1165,1100,6530,6885,315117,305230,16919,18829,13818,12533,4482,4705,1701,1727
R,6,2023,56,4017838,1987528,2030310,1575097,1565287,243218,277612,23157,23049,113393,128760,4702,4614,27961,30988,1598563,1591048,251549,288176,36178,37392,123741,139794,8074,8219,1656940,1705809,1277883,1275514,229907,262380,13327,14296,110448,125788,3577,3523,21798,24308,1295932,1295467,235612,269925,23142,25248,119411,135312,6434,6562,330588,324501,297214,289773,13311,15232,9830,8753,2945,2972,1125,1091,6163,6680,302631,295581,15937,18251,13036,12144,4330,4482,1640,1657
R,6,2023,57,4074016,2011719,2062297,1591452,1588255,250312,285609,23480,23305,114257,129825,4567,4563,27651,30740,1614442,1613759,258564,295747,36710,37972,124229,140729,7951,8199,1686112,1743097,1299187,1303350,236751,270589,13680,14644,111431,126790,3519,3588,21544,24136,1316828,1323122,242379,277788,23780,25985,120038,136148,6368,6623,325607,319200,292265,284905,13561,15020,9800,8661,2826,3035,1048,975,6107,6604,297614,290637,16185,17959,12930,11987,4191,4581,1583,1576
