UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2023,65,4086400,1967634,2118766,1609979,1693827,215936,259720,19332,20952,94982,114080,3554,3744,23851,26443,1629817,1715437,222086,267752,32120,35473,103238,122519,6326,6753,1749626,1884858,1414266,1484192,206816,249083,12876,14770,93022,112055,2932,3055,19714,21703,1430516,1501722,211273,255051,23456,26780,100375,119413,5295,5640,218008,233908,195713,209635,9120,10637,6456,6182,1960,2025,622,689,4137,4740,199301,213715,10813,12701,8664,8693,2863,3106,1031,1113
R,4,2023,66,3936912,1886084,2050828,1546473,1639269,203789,251982,18320,19867,91785,110975,3387,3448,22330,25287,1565086,1660113,209566,259462,30548,34194,99278,118698,5940,6338,1683229,1829735,1364519,1441328,195154,241702,12236,14070,90022,108956,2771,2870,18527,20809,1379814,1458275,199341,247182,22388,26046,96714,115704,4986,5336,202855,221093,181954,197941,8635,10280,6084,5797,1763,2019,616,578,3803,4478,185272,201838,10225,12280,8160,8148,2564,2994,954,1002
R,4,2023,67,3808786,1812185,1996601,1488399,1598401,192842,241278,17405,19450,89246,109789,3086,3503,21207,24180,1506080,1618139,198307,248487,28934,33086,96354,117397,5548,6207,1619860,1783257,1315831,1407337,184620,231512,11655,13842,87569,107794,2565,2912,17620,19860,1330388,1423375,188552,236790,21233,25216,93927,114405,4716,5207,192325,213344,172568,191064,8222,9766,5750,5608,1677,1995,521,591,3587,4320,175692,194764,9755,11697,7701,7870,2427,2992,832,1000
R,4,2023,68,3693897,1749852,1944045,1443077,1562422,181223,229563,16237,17905,86253,108095,2989,3283,20073,22777,1459751,1581001,186337,236399,27397,30774,92932,115074,5297,5885,1570648,1742236,1281529,1380423,173753,220857,11254,13029,84672,106303,2508,2734,16932,18890,1295474,1395613,177515,225983,20722,23871,90684,112445,4513,4992,179204,201809,161548,181999,7470,8706,4983,4876,1581,1792,481,549,3141,3887,164277,185388,8822,10416,6675,6903,2248,2629,784,893
R,4,2023,69,3531405,1662318,1869087,1381575,1513036,164403,214779,14959,16796,80199,100216,2668,2984,18514,21276,1397027,1530409,169014,221004,25500,29105,86149,106663,4731,5413,1499882,1682479,1235162,1344900,157521,206641,10454,12205,78885,98580,2232,2493,15628,17660,1248110,1359133,160905,211247,19462,22574,84203,104280,4051,4615,162436,186608,146413,168136,6882,8138,4505,4591,1314,1636,436,491,2886,3616,148917,171276,8109,9757,6038,6531,1946,2383,680,798
R,4,2023,70,3392958,1589346,1803612,1326307,1465519,151908,201533,13663,15781,77814,98108,2630,2849,17024,19822,1340470,1481728,156094,207222,23286,27281,83401,104129,4618,5148,1440460,1628909,1191997,1307754,145590,193914,9642,11577,76551,96572,2260,2391,14420,16701,1203891,1321262,148660,198246,17881,21433,81559,101869,4004,4393,148886,174703,134310,157765,6318,7619,4021,4204,1263,1536,370,458,2604,3121,136579,160466,7434,8976,5405,5848,1842,2260,614,755
R,4,2023,71,3268602,1525780,1742822,1281844,1422612,142508,193533,12812,14795,70455,90683,2300,2643,15861,18556,1295033,1437901,146391,198862,22089,25834,75387,96002,4164,4750,1386042,1579202,1155260,1274937,136858,186205,9186,10998,69291,89297,1968,2218,13479,15547,1166391,1287567,139747,190221,17113,20458,73741,93971,3606,4057,139738,163620,126584,147675,5650,7328,3626,3797,1164,1386,332,425,2382,3009,128642,150334,6644,8641,4976,5376,1646,2031,558,693
R,4,2023,72,3030801,1402376,1628425,1171043,1320408,133947,184554,12077,13917,68116,89794,2176,2386,15017,17366,1183545,1334540,137631,189650,20828,24215,72836,94897,3937,4408,1272388,1472819,1053465,1179814,128505,177781,8723,10223,67002,88393,1870,2027,12823,14581,1064051,1191528,131243,181655,16299,19045,71248,92861,3445,3764,129988,155606,117578,140594,5442,6773,3354,3694,1114,1401,306,359,2194,2785,119494,143012,6388,7995,4529,5170,1588,2036,492,644
R,4,2023,73,2927354,1351046,1576308,1128988,1280312,126143,174938,11581,13090,68054,88947,2227,2456,14053,16565,1140659,1293747,129604,179834,19933,22882,72328,93733,3886,4395,1229823,1429470,1019153,1147453,121169,168490,8518,9790,67067,87693,1882,2086,12034,13958,1029100,1158649,123819,172205,15729,18242,70876,91885,3355,3792,121223,146838,109835,132859,4974,6448,3063,3300,987,1254,345,370,2019,2607,111559,135098,5785,7629,4204,4640,1452,1848,531,603
R,4,2023,74,2825107,1299129,1525978,1095194,1252438,114707,162235,10718,12266,63356,81206,2060,2296,13094,15537,1106074,1265225,117856,166679,18536,21653,67352,85572,3590,4027,1188703,1389588,995008,1128760,110282,156421,7942,9217,62455,80036,1763,1971,11253,13183,1004290,1139504,112674,159812,14761,17414,66028,83867,3115,3483,110426,136390,100186,123678,4425,5814,2776,3049,901,1170,297,325,1841,2354,101784,125721,5182,6867,3775,4239,1324,1705,475,544
R,4,2023,75,2802415,1287161,1515254,1097965,1260714,105908,150865,10063,11490,58709,75008,1858,2067,12658,15110,1108552,1273223,108974,155117,17768,20641,62378,79235,3307,3772,1182428,1385505,1002870,1142841,101738,145425,7465,8744,57843,73906,1604,1768,10908,12821,1011921,1153340,104084,148695,14214,16694,61114,77634,2909,3274,104733,129749,95095,117873,4170,5440,2598,2746,866,1102,254,299,1750,2289,96631,119883,4890,6422,3554,3947,1264,1601,398,498
R,4,2023,76,2764248,1276577,1487671,1100173,1251459,97739,138262,9731,11040,55199,70644,1694,1847,12041,14419,1110381,1263491,100509,142188,17170,19891,58573,74574,3084,3453,1178416,1365055,1010706,1139910,93959,133115,7320,8479,54506,69612,1466,1584,10459,12355,1019534,1150118,96087,136152,13925,16234,57509,73109,2695,3019,98161,122616,89467,111549,3780,5147,2411,2561,693,1032,228,263,1582,2064,90847,113373,4422,6036,3245,3657,1064,1465,389,434
R,4,2023,77,1952182,876815,1075367,742312,888325,72835,109413,7127,8433,44088,56530,1482,1641,8971,11025,749761,897418,75000,112474,12429,14844,46824,59781,2616,2974,798073,971202,670627,793519,69722,105026,5229,6286,43495,55701,1288,1426,7712,9244,676996,801064,71365,107309,9851,11774,45944,58543,2287,2618,78742,104165,71685,94806,3113,4387,1898,2147,593,829,194,215,1259,1781,72765,96354,3635,5165,2578,3070,880,1238,329,356
R,4,2023,78,1906403,853104,1053299,724950,873132,69401,105283,6778,8138,42033,54420,1282,1529,8660,10797,732230,882079,71431,108294,11914,14528,44567,57532,2418,2825,780175,956772,658444,785166,66612,101350,5092,6148,41433,53616,1110,1309,7484,9183,664681,792717,68152,103638,9624,11711,43703,56356,2138,2461,72929,96527,66506,87966,2789,3933,1686,1990,600,804,172,220,1176,1614,67549,89362,3279,4656,2290,2817,864,1176,280,364
R,4,2023,79,1849453,820103,1029350,703921,864151,63092,97578,6173,7527,38013,48705,1154,1258,7750,10131,710472,872554,64781,100357,10905,13606,40251,51495,2134,2501,754867,939651,644341,782138,60522,94053,4688,5784,37534,47976,1011,1103,6771,8597,650046,789214,61834,96168,8903,11073,39534,50425,1883,2211,65236,89699,59580,82013,2570,3525,1485,1743,479,729,143,155,979,1534,60426,83340,2947,4189,2002,2533,717,1070,251,290
R,4,2023,80,1786797,785524,1001273,677876,845572,58155,92749,5614,7000,35556,45355,991,1212,7332,9385,684066,853398,59866,95288,10157,12804,37550,47875,1865,2255,726455,916912,623858,768654,55811,89201,4374,5306,35112,44718,881,1027,6419,8006,629274,775295,57130,91110,8453,10413,36894,46931,1652,1953,59069,84361,54018,76918,2344,3548,1240,1694,444,637,110,185,913,1379,54792,78103,2736,4178,1704,2391,656,944,213,302
R,4,2023,81,1506236,652807,853429,559672,715400,49288,80923,4943,6024,31696,41816,872,1061,6336,8205,564975,722246,50745,83138,8784,10979,33551,44082,1626,1978,601113,780003,512375,648051,47291,78129,3843,4603,31304,41254,759,894,5541,7072,516989,653909,48428,79849,7271,8966,32963,43256,1435,1723,51694,73426,47297,67349,1997,2794,1100,1421,392,562,113,167,795,1133,47986,68337,2317,3289,1513,2013,588,826,191,255
R,4,2023,82,1324480,566432,758048,483191,633253,43378,73009,4358,5488,29178,38124,783,958,5544,7216,487838,639216,44603,74954,7727,9812,30836,40197,1476,1815,519315,690020,439996,570870,41574,70285,3372,4278,28833,37598,696,810,4844,6179,444051,575945,42513,71778,6376,8070,30310,39422,1310,1569,47117,68028,43195,62383,1804,2724,986,1210,345,526,87,148,700,1037,43787,63271,2090,3176,1351,1742,526,775,166,246
R,4,2023,83,1184069,497390,686679,422197,570933,38850,67575,3854,5059,26674,35311,718,927,5097,6874,426508,576641,39988,69492,6816,9106,28254,37250,1339,1764,454781,623575,383229,513216,37179,65031,2974,3887,26332,34818,619,768,4448,5855,386972,518050,38043,66474,5604,7418,27765,36529,1183,1504,42609,63104,38968,57717,1671,2544,880,1172,342,493,99,159,649,1019,39536,58591,1945,3018,1212,1688,489,721,156,260
R,4,2023,84,1086918,451302,635616,385873,533557,33610,59712,3341,4542,23539,31053,581,806,4358,5946,389571,538538,34620,61272,5966,8104,24825,32742,1080,1514,413632,578320,351326,481059,32148,57374,2600,3500,23258,30625,499,685,3801,5077,354534,485295,32923,58547,4923,6627,24418,32101,953,1297,37670,57296,34547,52498,1462,2338,741,1042,281,428,82,121,557,869,35037,53243,1697,2725,1043,1477,407,641,127,217
R,4,2023,85,972274,396951,575323,338533,482008,29637,54222,3012,4099,21254,28942,546,761,3969,5291,341877,486409,30568,55683,5360,7148,22471,30462,1006,1394,363477,523348,307815,434417,28390,52093,2333,3175,21014,28554,463,627,3462,4482,310726,438110,29109,53210,4423,5822,22097,29890,865,1180,33474,51975,30718,47591,1247,2129,679,924,240,388,83,134,507,809,31151,48299,1459,2473,937,1326,374,572,141,214
R,4,2023,86,840439,336407,504032,286809,422323,24741,47194,2507,3541,18538,25596,474,599,3338,4779,289664,426314,25480,48488,4439,6333,19580,26970,858,1170,307349,458160,260072,380084,23598,45452,1983,2727,18332,25241,419,513,2945,4143,262584,383520,24170,46459,3724,5210,19281,26470,763,1019,29058,45872,26737,42239,1143,1742,524,814,206,355,55,86,393,636,27080,42794,1310,2029,715,1123,299,500,95,151
R,4,2023,87,754240,296159,458081,252459,383241,22113,43613,2209,3236,16025,23069,404,555,2949,4367,254920,386859,22798,44812,3898,5783,16971,24325,790,1054,270528,416751,228843,345287,21143,42001,1735,2501,15854,22768,356,468,2597,3726,231003,348356,21665,42930,3251,4710,16716,23867,700,912,25631,41330,23616,37954,970,1612,474,735,171,301,48,87,352,641,23917,38503,1133,1882,647,1073,255,458,90,142
R,4,2023,88,660825,253880,406945,216703,341614,18466,37914,1873,2799,13925,20322,354,478,2559,3818,218888,344782,19029,38954,3338,4978,14713,21491,689,933,232138,370564,196611,308130,17688,36508,1472,2134,13773,20052,318,409,2276,3331,198549,310877,18143,37329,2799,4069,14475,21100,627,812,21742,36381,20092,33484,778,1406,401,665,152,270,36,69,283,487,20339,33905,886,1625,539,909,238,391,62,121
R,4,2023,89,546622,204739,341883,174573,286372,14685,31751,1494,2264,11519,17806,318,432,2150,3258,176401,289094,15176,32623,2685,4126,12234,18789,579,833,187062,311452,158242,258325,14058,30590,1175,1751,11399,17578,279,377,1909,2831,159868,260680,14449,31277,2254,3407,12042,18460,511,729,17677,30431,16331,28047,627,1161,319,513,120,228,39,55,241,427,16533,28414,727,1346,431,719,192,329,68,104
R,4,2023,90,481435,175380,306055,149575,256533,12471,28128,1273,2031,10048,16178,253,344,1760,2841,151046,258880,12880,28924,2244,3648,10639,17003,488,727,160936,279822,136221,232339,11945,27118,1018,1598,9940,15988,223,300,1589,2479,137541,234375,12288,27760,1894,3044,10490,16713,439,641,14444,26233,13354,24194,526,1010,255,433,108,190,30,44,171,362,13505,24505,592,1164,350,604,149,290,49,86
R,4,2023,91,415048,147049,267999,126721,227246,9499,22675,1007,1680,8169,13623,197,291,1456,2484,127972,229320,9845,23337,1812,3110,8642,14342,381,595,134742,245430,115259,206325,9126,21869,799,1319,8083,13489,174,262,1301,2166,116376,208122,9403,22399,1529,2580,8513,14143,335,531,12307,22569,11462,20921,373,806,208,361,86,134,23,29,155,318,11596,21198,442,938,283,530,129,199,46,64
R,4,2023,92,352376,120369,232007,103547,196403,7612,19247,825,1470,6918,12472,182,272,1285,2143,104625,198200,7902,19841,1533,2675,7360,13111,353,544,110309,212515,94193,178341,7291,18577,646,1141,6867,12339,166,233,1146,1884,95154,179913,7530,19051,1278,2222,7271,12904,320,481,10060,19492,9354,18062,321,670,179,329,51,133,16,39,139,259,9471,18287,372,790,255,453,89,207,33,63
R,4,2023,93,284817,93696,191121,80230,161359,6039,16179,720,1188,5601,10414,142,223,964,1758,81045,162806,6277,16676,1274,2187,5900,10925,261,446,85707,175225,72819,146606,5769,15628,578,940,5555,10315,125,197,861,1539,73552,147872,5962,16023,1079,1834,5821,10770,228,390,7989,15896,7411,14753,270,551,142,248,46,99,17,26,103,219,7493,14934,315,653,195,353,79,155,33,56
R,4,2023,94,226029,70746,155283,60653,131398,4397,12821,506,926,4290,8435,100,195,800,1508,61318,132646,4582,13259,949,1781,4547,8876,219,388,65026,142864,55329,119920,4215,12366,412,721,4258,8346,92,177,720,1334,55926,121014,4373,12724,814,1496,4496,8745,199,352,5720,12419,5324,11478,182,455,94,205,32,89,8,18,80,174,5392,11632,209,535,135,285,51,131,20,36
R,4,2023,95,179785,53913,125872,46045,106464,3300,10270,384,781,3487,6969,74,146,623,1242,46573,107505,3430,10603,727,1496,3701,7314,162,317,49725,116379,42140,97700,3178,9930,311,631,3462,6895,68,128,566,1095,42621,98609,3289,10202,624,1272,3660,7203,146,278,4188,9493,3905,8764,122,340,73,150,25,74,6,18,57,147,3952,8896,141,401,103,224,41,111,16,39
R,4,2023,96,135702,38893,96809,32933,81667,2462,7827,290,620,2670,5619,58,107,480,969,33328,82471,2590,8111,566,1178,2824,5881,117,227,35903,89639,30159,75053,2367,7550,245,500,2651,5572,53,93,428,871,30512,75776,2472,7787,495,1010,2787,5809,102,201,2990,7170,2774,6614,95,277,45,120,19,47,5,14,52,98,2816,6695,118,324,71,168,37,72,15,26
R,4,2023,97,99580,26909,72671,22675,60951,1669,5999,204,456,1994,4419,27,84,340,762,22959,61578,1756,6219,386,880,2104,4644,78,187,24898,67524,20810,56193,1607,5811,167,372,1984,4381,24,76,306,691,21066,56764,1679,5998,332,766,2083,4584,66,165,2011,5147,1865,4758,62,188,37,84,10,38,3,8,34,71,1893,4814,77,221,54,114,21,60,12,22
R,4,2023,98,71566,18380,53186,15271,44485,1170,4259,139,358,1521,3420,32,79,247,585,15478,44970,1233,4444,275,694,1608,3579,65,150,17041,49564,14030,41130,1129,4131,120,303,1510,3399,29,73,223,528,14217,41568,1182,4292,246,614,1588,3537,57,135,1339,3622,1241,3355,41,128,19,55,11,21,3,6,24,57,1261,3402,51,152,29,80,20,42,8,15
R,4,2023,99,49981,12380,37601,10182,31315,773,3090,108,238,1112,2484,15,53,190,421,10333,31659,825,3218,212,475,1179,2598,42,113,11542,35203,9401,29106,751,2997,97,200,1105,2464,14,47,174,389,9542,29425,795,3111,195,422,1167,2568,36,102,838,2398,781,2209,22,93,11,38,7,20,1,6,16,32,791,2234,30,107,17,53,12,30,6,11
R,4,2023,100,84979,18605,66374,14624,53630,1192,5604,174,484,2231,5664,36,108,348,884,14910,54333,1297,5911,358,975,2351,5910,91,238,17427,62602,13555,50151,1146,5467,153,431,2218,5641,32,101,323,811,13822,50794,1240,5741,324,887,2330,5864,80,219,1178,3772,1069,3479,46,137,21,53,13,23,4,7,25,73,1088,3539,57,170,34,88,21,46,11,19
R,5,2023,999,334613816,165605288,169008528,125559547,126404657,21972866,23725183,2259218,2215030,10249536,11055480,454861,442022,5109260,5166156,130130722,131003099,24336806,26158989,3687790,3700310,12158833,12949981,892714,881641,132726409,136862304,96978606,98505604,20279497,21989758,1199061,1232202,9899288,10707154,326192,321150,4043765,4106436,100596592,102158983,22133289,23908054,2195307,2289456,11515287,12309739,667823,665769,32878879,32146224,28580941,27899053,1693369,1735425,1060157,982828,350248,348326,128669,120872,1065495,1059720,29534130,28844116,2203517,2250935,1492483,1410854,643546,640242,224891,215872
R,5,2023,0,3648189,1864219,1783970,1286792,1227486,302281,294203,33983,32585,107115,101229,7348,6923,126700,121544,1403318,1339242,372426,361626,57647,55360,153895,145948,16044,15189,1353310,1291256,873899,828925,263322,256425,12322,11728,99263,93851,4069,3915,100435,96412,966803,918074,319753,310707,27225,26097,137872,130792,10362,9911,510909,492714,412893,398561,38959,37778,21661,20857,7852,7378,3279,3008,26265,25132,436515,421168,52673,50919,30422,29263,16023,15156,5682,5278
R,5,2023,1,3704333,1892760,1811573,1303873,1243700,306046,297924,34812,33391,111677,105747,7526,7130,128826,123681,1422342,1357411,377272,366417,58858,56555,159339,151368,16367,15532,1373982,1311228,885101,839531,266398,259497,12517,11922,103674,98165,4218,4036,102074,98077,979504,930206,323643,314600,27630,26508,143038,135889,10622,10136,518778,500345,418772,404169,39648,38427,22295,21469,8003,7582,3308,3094,26752,25604,442838,427205,53629,51817,31228,30047,16301,15479,5745,5396
R,5,2023,2,3599925,1840677,1759248,1260501,1200174,303378,294792,33993,32721,111871,105794,6960,6516,123974,119251,1374505,1309806,371878,360813,57114,55030,157793,149836,15457,14613,1342317,1279215,857236,811703,265922,258523,12424,11992,104291,98452,4155,3847,98289,94698,948130,899244,320983,311685,26965,26068,142276,134938,10313,9744,498360,480033,403265,388471,37456,36269,21569,20729,7580,7342,2805,2669,25685,24553,426375,410562,50895,49128,30149,28962,15517,14898,5144,4869
R,5,2023,3,3765112,1923982,1841130,1332951,1272564,303411,294670,36189,34701,118742,112355,7235,6840,125454,120000,1448319,1382901,372812,361187,59409,57028,165280,156676,15824,14976,1418692,1355075,922016,876849,267374,260034,13948,13474,110859,104853,4464,4194,100031,95671,1014484,965266,323410,313760,28717,27671,149576,141733,10786,10185,505290,486055,410935,395715,36037,34636,22241,21227,7883,7502,2771,2646,25423,24329,433835,417635,49402,47427,30692,29357,15704,14943,5038,4791
R,5,2023,4,3813588,1947656,1865932,1351651,1291021,305085,298027,36547,35009,121252,114598,7397,6964,125724,120313,1467219,1401608,374482,364612,59923,57506,167959,159035,16022,15132,1435857,1371776,934862,887971,268799,262934,14263,13836,113219,106948,4570,4299,100144,95788,1027383,976466,324699,316619,29125,28137,152115,143898,10933,10314,511799,494156,416789,403050,36286,35093,22284,21173,8033,7650,2827,2665,25580,24525,439836,425142,49783,47993,30798,29369,15844,15137,5089,4818
R,5,2023,5,3905615,1996986,1908629,1384312,1319715,312614,304928,37405,35171,127242,119491,7497,7081,127916,122243,1501860,1432043,382860,372457,61265,58107,174982,164693,16316,15418,1475188,1406203,957097,907879,277272,270624,14532,13940,119351,111910,4738,4425,102198,97425,1051470,997836,334055,325138,29756,28548,159244,149565,11273,10567,521798,502426,427215,411836,35342,34304,22873,21231,7891,7581,2759,2656,25718,24818,450390,434207,48805,47319,31509,29559,15738,15128,5043,4851
R,5,2023,6,3991743,2042438,1949305,1422779,1353771,313154,305252,36401,35262,133390,124778,7655,7225,129059,123017,1541296,1466837,383109,372602,60730,58604,182243,170556,16736,15718,1510943,1437530,983885,931437,277953,271193,15498,14880,125538,117316,4929,4573,103140,98131,1079019,1022048,334379,325557,31141,29823,166467,155525,11710,10858,531495,511775,438894,422334,35201,34059,20903,20382,7852,7462,2726,2652,25919,24886,462277,444789,48730,47045,29589,28781,15776,15031,5026,4860
